# |V2_up|^2  w_up  |V2_dn|^2  w_dn
5.06868714e-02 -1.86638763e+00 5.06868714e-02 -1.86638763e+00
9.56791833e-02 -9.51430903e-01 9.56791833e-02 -9.51430903e-01
1.08252485e-01 2.50289240e+00 1.08252485e-01 2.50289240e+00
2.94350037e-02 3.78573105e+00 2.94350037e-02 3.78573105e+00
6.40141923e-03 5.38842514e+00 6.40141923e-03 5.38842514e+00
